iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Asia,Afghanistan,25/02/21,55680,16,17.571,2438,2,1.143,1397.751,0.402,0.441,61.202,0.05,0.029,0.84,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/02/21,55696,16,17.286,2442,4,1.714,1398.152,0.402,0.434,61.302,0.1,0.043,0.85,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/02/21,55707,11,18.143,2443,1,1.857,1398.429,0.276,0.455,61.327,0.025,0.047,0.88,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/02/21,55714,7,15.714,2443,0,1.571,1398.604,0.176,0.394,61.327,0,0.039,0.9,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/03/21,55733,19,16.571,2444,1,1.571,1399.081,0.477,0.416,61.352,0.025,0.039,0.93,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/03/21,55759,26,16.143,2446,2,1.571,1399.734,0.653,0.405,61.403,0.05,0.039,0.95,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/03/21,55770,11,15.143,2446,0,1.429,1400.01,0.276,0.38,61.403,0,0.036,0.97,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/03/21,55775,5,13.571,2446,0,1.143,1400.136,0.126,0.341,61.403,0,0.029,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/03/21,55827,52,18.714,2449,3,1,1401.441,1.305,0.47,61.478,0.075,0.025,1.02,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/03/21,55840,13,19,2449,0,0.857,1401.767,0.326,0.477,61.478,0,0.022,1.02,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/03/21,55847,7,19,2449,0,0.857,1401.943,0.176,0.477,61.478,0,0.022,1.03,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/03/21,55876,29,20.429,2451,2,1,1402.671,0.728,0.513,61.528,0.05,0.025,1.03,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/03/21,55876,0,16.714,2451,0,0.714,1402.671,0,0.42,61.528,0,0.018,1.03,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/03/21,55894,18,17.714,2451,0,0.714,1403.123,0.452,0.445,61.528,0,0.018,1.05,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/03/21,55917,23,20.286,2451,0,0.714,1403.7,0.577,0.509,61.528,0,0.018,1.07,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/03/21,55959,42,18.857,2454,3,0.714,1404.755,1.054,0.473,61.603,0.075,0.018,1.08,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/03/21,55959,0,17,2454,0,0.714,1404.755,0,0.427,61.603,0,0.018,1.08,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/03/21,55985,26,19.714,2457,3,1.143,1405.407,0.653,0.495,61.679,0.075,0.029,1.09,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/03/21,55985,0,15.571,2459,2,1.143,1405.407,0,0.391,61.729,0.05,0.029,1.09,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/03/21,55995,10,17,2460,1,1.286,1405.658,0.251,0.427,61.754,0.025,0.032,1.11,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/03/21,56016,21,17.429,2460,0,1.286,1406.185,0.527,0.438,61.754,0,0.032,1.15,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/03/21,56044,28,18.143,2462,2,1.571,1406.888,0.703,0.455,61.804,0.05,0.039,1.18,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/03/21,56069,25,15.714,2462,0,1.143,1407.516,0.628,0.394,61.804,0,0.029,1.2,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/03/21,56093,24,19.143,2462,0,1.143,1408.118,0.602,0.481,61.804,0,0.029,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/03/21,56103,10,16.857,2463,1,0.857,1408.369,0.251,0.423,61.829,0.025,0.022,1.24,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/03/21,56153,50,24,2464,1,0.714,1409.625,1.255,0.602,61.854,0.025,0.018,1.27,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/03/21,56177,24,26,2466,2,0.857,1410.227,0.602,0.653,61.905,0.05,0.022,1.27,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/03/21,56192,15,25.143,2466,0,0.857,1410.604,0.377,0.631,61.905,0,0.022,1.27,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/03/21,56226,34,26,2467,1,0.714,1411.457,0.854,0.653,61.93,0.025,0.018,1.29,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/03/21,56254,28,26.429,2467,0,0.714,1412.16,0.703,0.663,61.93,0,0.018,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/03/21,56290,36,28.143,2469,2,1,1413.064,0.904,0.706,61.98,0.05,0.025,1.33,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/03/21,56294,4,27.286,2470,1,1,1413.164,0.1,0.685,62.005,0.025,0.025,1.34,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/03/21,56322,28,24.143,2472,2,1.143,1413.867,0.703,0.606,62.055,0.05,0.029,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/03/21,56384,62,29.571,2476,4,1.429,1415.423,1.556,0.742,62.156,0.1,0.036,1.41,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,31/03/21,56454,70,37.429,2484,8,2.571,1417.181,1.757,0.94,62.357,0.201,0.065,1.42,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/04/21,56517,63,41.571,2489,5,3.143,1418.762,1.582,1.044,62.482,0.126,0.079,1.42,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/04/21,56572,55,45.429,2495,6,4,1420.143,1.381,1.14,62.633,0.151,0.1,1.41,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/04/21,56595,23,43.571,2496,1,3.857,1420.72,0.577,1.094,62.658,0.025,0.097,1.41,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/04/21,56676,81,54.571,2497,1,3.857,1422.754,2.033,1.37,62.683,0.025,0.097,1.42,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/04/21,56717,41,56.429,2508,11,5.143,1423.783,1.029,1.417,62.959,0.276,0.129,1.41,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/04/21,56779,62,56.429,2512,4,5.143,1425.339,1.556,1.417,63.059,0.1,0.129,1.4,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/04/21,56873,94,59.857,2512,0,4,1427.699,2.36,1.503,63.059,0,0.1,1.4,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/04/21,56943,70,60.857,2516,4,3.857,1429.456,1.757,1.528,63.16,0.1,0.097,1.4,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/04/21,57019,76,63.857,2521,5,3.714,1431.364,1.908,1.603,63.285,0.126,0.093,1.39,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/04/21,57144,125,78.429,2521,0,3.571,1434.502,3.138,1.969,63.285,0,0.09,1.39,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/04/21,57160,16,69.143,2521,0,3.429,1434.904,0.402,1.736,63.285,0,0.086,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/04/21,57242,82,75,2529,8,3,1436.962,2.058,1.883,63.486,0.201,0.075,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/04/21,57364,122,83.571,2529,0,2.429,1440.025,3.063,2.098,63.486,0,0.061,1.36,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/04/21,57492,128,88.429,2532,3,2.857,1443.238,3.213,2.22,63.562,0.075,0.072,1.35,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/04/21,57534,42,84.429,2533,1,2.429,1444.292,1.054,2.119,63.587,0.025,0.061,1.34,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/04/21,57612,78,84.714,2535,2,2,1446.25,1.958,2.127,63.637,0.05,0.05,1.34,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/04/21,57721,109,82.429,2539,4,2.571,1448.987,2.736,2.069,63.737,0.1,0.065,1.35,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/04/21,57793,72,90.429,2539,0,2.571,1450.794,1.807,2.27,63.737,0,0.065,1.36,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/04/21,57898,105,93.714,2546,7,2.429,1453.43,2.636,2.353,63.913,0.176,0.061,1.36,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/04/21,58037,139,96.143,2549,3,2.857,1456.919,3.489,2.414,63.988,0.075,0.072,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/04/21,58214,177,103.143,2557,8,3.571,1461.362,4.443,2.589,64.189,0.201,0.09,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/04/21,58312,98,111.143,2561,4,4,1463.823,2.46,2.79,64.29,0.1,0.1,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/04/21,58542,230,132.857,2565,4,4.286,1469.596,5.774,3.335,64.39,0.1,0.108,1.38,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/04/21,58730,188,144.143,2572,7,4.714,1474.316,4.719,3.618,64.566,0.176,0.118,1.37,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/04/21,58843,113,150,2582,10,6.143,1477.152,2.837,3.765,64.817,0.251,0.154,1.35,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/04/21,59015,172,159.571,2592,10,6.571,1481.47,4.318,4.006,65.068,0.251,0.165,1.34,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/04/21,59225,210,169.714,2598,6,7,1486.742,5.272,4.26,65.218,0.151,0.176,1.33,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/04/21,59370,145,165.143,2611,13,7.714,1490.382,3.64,4.146,65.545,0.326,0.194,1.31,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/04/21,59576,206,180.571,2618,7,8.143,1495.553,5.171,4.533,65.72,0.176,0.204,1.31,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/04/21,59745,169,171.857,2625,7,8.571,1499.796,4.242,4.314,65.896,0.176,0.215,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/05/21,59939,194,172.714,2631,6,8.429,1504.666,4.87,4.336,66.047,0.151,0.212,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/05/21,60122,183,182.714,2637,6,7.857,1509.26,4.594,4.587,66.197,0.151,0.197,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/05/21,60300,178,183.571,2642,5,7.143,1513.728,4.468,4.608,66.323,0.126,0.179,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/05/21,60563,263,191.143,2648,6,7.143,1520.33,6.602,4.798,66.473,0.151,0.179,1.29,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/05/21,60797,234,203.857,2654,6,6.143,1526.204,5.874,5.117,66.624,0.151,0.154,1.29,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/05/21,61162,365,226.571,2664,10,6.571,1535.367,9.163,5.688,66.875,0.251,0.165,1.29,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/05/21,61455,293,244.286,2673,9,6.857,1542.722,7.355,6.132,67.101,0.226,0.172,1.28,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/05/21,61755,300,259.429,2683,10,7.429,1550.253,7.531,6.513,67.352,0.251,0.186,1.27,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/05/21,61842,87,245.714,2686,3,7,1552.437,2.184,6.168,67.427,0.075,0.176,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/05/21,62063,221,251.857,2698,12,8,1557.985,5.548,6.322,67.729,0.301,0.201,1.24,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/05/21,62403,340,262.857,2710,12,8.857,1566.52,8.535,6.599,68.03,0.301,0.222,1.24,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/05/21,62718,315,274.429,2713,3,8.429,1574.428,7.908,6.889,68.105,0.075,0.212,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/05/21,63045,327,269,2721,8,8.143,1582.636,8.209,6.753,68.306,0.201,0.204,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/05/21,63355,310,271.429,2730,9,8.143,1590.418,7.782,6.814,68.532,0.226,0.204,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/05/21,63412,57,236.714,2733,3,7.143,1591.849,1.431,5.942,68.607,0.075,0.179,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/05/21,63484,72,234.571,2742,9,8,1593.657,1.807,5.889,68.833,0.226,0.201,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/05/21,63598,114,219.286,2745,3,6.714,1596.519,2.862,5.505,68.909,0.075,0.169,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/05/21,63819,221,202.286,2751,6,5.857,1602.066,5.548,5.078,69.059,0.151,0.147,1.29,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/05/21,64122,303,200.571,2762,11,7,1609.673,7.606,5.035,69.335,0.276,0.176,1.33,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/05/21,64575,453,218.571,2772,10,7.286,1621.044,11.372,5.487,69.586,0.251,0.183,1.38,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/05/21,65080,505,246.429,2782,10,7.429,1633.722,12.677,6.186,69.837,0.251,0.186,1.41,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/05/21,65486,406,296.286,2792,10,8.429,1643.914,10.192,7.438,70.088,0.251,0.212,1.43,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/05/21,65728,242,320.571,2802,10,8.571,1649.989,6.075,8.047,70.339,0.251,0.215,1.45,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/05/21,66275,547,382.429,2812,10,9.571,1663.72,13.731,9.6,70.59,0.251,0.24,1.47,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/05/21,66903,628,440.571,2836,24,12.143,1679.485,15.765,11.06,71.193,0.602,0.305,1.49,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/05/21,67743,840,517.286,2855,19,13.286,1700.572,21.087,12.986,71.67,0.477,0.334,1.5,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/05/21,68366,623,541.571,2869,14,13.857,1716.211,15.639,13.595,72.021,0.351,0.348,1.5,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/05/21,69130,764,578.571,2881,12,14.143,1735.39,19.179,14.524,72.323,0.301,0.355,1.51,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/05/21,70111,981,660.714,2899,18,15.286,1760.016,24.626,16.586,72.774,0.452,0.384,1.51,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/05/21,70761,650,719,2919,20,16.714,1776.333,16.317,18.049,73.276,0.502,0.42,1.5,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,31/05/21,71838,1077,794.714,2944,25,18.857,1803.37,27.036,19.95,73.904,0.628,0.473,1.49,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/06/21,72977,1139,867.714,2973,29,19.571,1831.962,28.593,21.782,74.632,0.728,0.491,1.48,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/06/21,74026,1049,897.571,3007,34,21.714,1858.296,26.333,22.532,75.486,0.854,0.545,1.47,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/06/21,75119,1093,964.714,3034,27,23.571,1885.733,27.438,24.217,76.163,0.678,0.592,1.46,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/06/21,76628,1509,1071.143,3068,34,26.714,1923.614,37.881,26.889,77.017,0.854,0.671,1.45,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/06/21,77963,1335,1121.714,3104,36,29.286,1957.127,33.513,28.159,77.921,0.904,0.735,1.44,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/06/21,79224,1261,1209,3145,41,32.286,1988.782,31.655,30.35,78.95,1.029,0.81,1.42,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/06/21,80841,1617,1286.143,3187,42,34.714,2029.374,40.592,32.286,80.004,1.054,0.871,1.38,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/06/21,82326,1485,1335.571,3251,64,39.714,2066.653,37.278,33.527,81.611,1.607,0.997,1.36,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/06/21,84050,1724,1432,3305,54,42.571,2109.931,43.278,35.948,82.966,1.356,1.069,1.35,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/06/21,85892,1842,1539,3356,51,46,2156.171,46.24,38.634,84.247,1.28,1.155,1.32,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/06/21,87716,1824,1584,3412,56,49.143,2201.96,45.788,39.764,85.652,1.406,1.234,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/06/21,88740,1024,1539.571,3449,37,49.286,2227.665,25.706,38.648,86.581,0.929,1.237,1.28,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/06/21,89861,1121,1519.571,3527,78,54.571,2255.806,28.141,38.146,88.539,1.958,1.37,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/06/21,91458,1597,1516.714,3612,85,60.714,2295.896,40.09,38.075,90.673,2.134,1.524,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/06/21,93272,1814,1563.714,3683,71,61.714,2341.433,45.537,39.254,92.455,1.782,1.549,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/06/21,93288,16,1319.714,3683,0,54,2341.835,0.402,33.129,92.455,0,1.356,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/06/21,96531,3243,1519.857,3842,159,69.429,2423.245,81.41,38.153,96.447,3.991,1.743,1.24,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/06/21,98734,2203,1574,3934,92,74.571,2478.547,55.303,39.513,98.756,2.31,1.872,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/06/21,98734,0,1427.714,3934,0,69.286,2478.547,0,35.84,98.756,0,1.739,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/06/21,98734,0,1267.571,3934,0,58.143,2478.547,0,31.82,98.756,0,1.46,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/06/21,103902,5168,1777.714,4215,281,86.143,2608.281,129.734,44.626,105.81,7.054,2.162,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/06/21,105749,1847,1782.429,4293,78,87.143,2654.647,46.366,44.745,107.768,1.958,2.188,1.2,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/06/21,107957,2208,2095.571,4366,73,97.571,2710.075,55.428,52.606,109.601,1.833,2.449,1.17,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/06/21,109532,1575,1857.286,4452,86,87.143,2749.613,39.538,46.624,111.76,2.159,2.188,1.14,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/06/21,111592,2060,1836.857,4519,67,83.571,2801.325,51.713,46.111,113.442,1.682,2.098,1.12,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/06/21,111592,0,1836.857,4519,0,83.571,2801.325,0,46.111,113.442,0,2.098,1.1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/06/21,111592,0,1836.857,4519,0,83.571,2801.325,0,46.111,113.442,0,2.098,1.09,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/06/21,115751,4159,1692.714,4730,211,73.571,2905.73,104.405,42.493,118.739,5.297,1.847,1.07,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/06/21,117158,1407,1629.857,4794,64,71.571,2941.05,35.32,40.915,120.345,1.607,1.797,1.06,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/06/21,118659,1501,1528.857,4871,77,72.143,2978.73,37.68,38.379,122.278,1.933,1.811,1.05,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/07/21,120216,1557,1526.286,4962,91,72.857,3017.816,39.086,38.315,124.562,2.284,1.829,1.04,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/07/21,120216,0,1232,4962,0,63.286,3017.816,0,30.927,124.562,0,1.589,1.03,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/07/21,120216,0,1232,4962,0,63.286,3017.816,0,30.927,124.562,0,1.589,1.04,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/07/21,120216,0,1232,4962,0,63.286,3017.816,0,30.927,124.562,0,1.589,1.06,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/07/21,125937,5721,1455.143,5283,321,79,3161.432,143.616,36.529,132.621,8.058,1.983,1.07,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/07/21,127464,1527,1472.286,5360,77,80.857,3199.765,38.333,36.959,134.554,1.933,2.03,1.05,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/07/21,129021,1557,1480.286,5415,55,77.714,3238.851,39.086,37.16,135.934,1.381,1.951,1.02,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/07/21,130113,1092,1413.857,5477,62,73.571,3266.263,27.413,35.492,137.491,1.556,1.847,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/07/21,131586,1473,1624.286,5561,84,85.571,3303.241,36.977,40.775,139.599,2.109,2.148,0.97,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/07/21,131586,0,1624.286,5561,0,85.571,3303.241,0,40.775,139.599,0,2.148,0.95,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/07/21,131586,0,1624.286,5561,0,85.571,3303.241,0,40.775,139.599,0,2.148,0.93,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/07/21,134653,3067,1245.143,5791,230,72.571,3380.232,76.992,31.257,145.373,5.774,1.822,0.91,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/07/21,134653,0,1027,5791,0,61.571,3380.232,0,25.781,145.373,0,1.546,0.9,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/07/21,136643,1990,1088.857,5923,132,72.571,3430.188,49.956,27.334,148.687,3.314,1.822,0.9,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/07/21,137853,1210,1105.714,5983,60,72.286,3460.563,30.375,27.757,150.193,1.506,1.815,0.88,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/07/21,137853,0,895.286,5983,0,60.286,3460.563,0,22.475,150.193,0,1.513,0.87,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/07/21,137853,0,895.286,5983,0,60.286,3460.563,0,22.475,150.193,0,1.513,0.86,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
