iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Asia,Afghanistan,05/10/20,39422,81,26.143,1468,4,1.429,989.622,2.033,0.656,36.852,0.1,0.036,1.29,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/10/20,39486,64,33.143,1469,1,1.286,991.228,1.607,0.832,36.877,0.025,0.032,1.32,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/10/20,39548,62,40,1471,2,1.571,992.785,1.556,1.004,36.927,0.05,0.039,1.33,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/10/20,39616,68,47.286,1472,1,1.714,994.492,1.707,1.187,36.952,0.025,0.043,1.33,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/10/20,39693,77,57.571,1474,2,2,996.425,1.933,1.445,37.002,0.05,0.05,1.32,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/10/20,39703,10,58,1475,1,1.571,996.676,0.251,1.456,37.027,0.025,0.039,1.31,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/10/20,39799,96,65.429,1479,4,2.143,999.086,2.41,1.642,37.128,0.1,0.054,1.3,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/10/20,39870,71,64,1481,2,1.857,1000.868,1.782,1.607,37.178,0.05,0.047,1.28,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/10/20,39928,58,63.143,1482,1,1.857,1002.324,1.456,1.585,37.203,0.025,0.047,1.27,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/10/20,39994,66,63.714,1483,1,1.714,1003.981,1.657,1.599,37.228,0.025,0.043,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/10/20,40026,32,58.571,1483,0,1.571,1004.784,0.803,1.47,37.228,0,0.039,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/10/20,40088,62,56.429,1487,4,1.857,1006.34,1.556,1.417,37.329,0.1,0.047,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/10/20,40141,53,62.571,1490,3,2.143,1007.671,1.33,1.571,37.404,0.075,0.054,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/10/20,40200,59,57.286,1494,4,2.143,1009.152,1.481,1.438,37.504,0.1,0.054,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/10/20,40287,87,59.571,1499,5,2.571,1011.336,2.184,1.495,37.63,0.126,0.065,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/10/20,40369,82,63,1501,2,2.714,1013.394,2.058,1.582,37.68,0.05,0.068,1.27,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/10/20,40510,141,73.714,1503,2,2.857,1016.934,3.54,1.85,37.73,0.05,0.072,1.28,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/10/20,40626,116,85.714,1507,4,3.429,1019.846,2.912,2.152,37.831,0.1,0.086,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/10/20,40687,61,85.571,1509,2,3.143,1021.377,1.531,2.148,37.881,0.05,0.079,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/10/20,40768,81,89.571,1513,4,3.286,1023.411,2.033,2.249,37.981,0.1,0.082,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/10/20,40833,65,90.429,1516,3,3.143,1025.042,1.632,2.27,38.057,0.075,0.079,1.21,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/10/20,40937,104,92.857,1520,4,3,1027.653,2.611,2.331,38.157,0.1,0.075,1.21,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/10/20,41032,95,94.714,1525,5,3.429,1030.038,2.385,2.378,38.283,0.126,0.086,1.2,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/10/20,41145,113,90.714,1531,6,4,1032.875,2.837,2.277,38.433,0.151,0.1,1.2,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/10/20,41268,123,91.714,1534,3,3.857,1035.962,3.088,2.302,38.508,0.075,0.097,1.19,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/10/20,41334,66,92.429,1535,1,3.714,1037.619,1.657,2.32,38.534,0.025,0.093,1.18,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,31/10/20,41425,91,93.857,1538,3,3.571,1039.903,2.284,2.356,38.609,0.075,0.09,1.18,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/11/20,41501,76,95.429,1538,0,3.143,1041.811,1.908,2.396,38.609,0,0.079,1.17,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/11/20,41633,132,99.429,1544,6,3.429,1045.125,3.314,2.496,38.759,0.151,0.086,1.17,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/11/20,41728,95,99.429,1547,3,3.143,1047.51,2.385,2.496,38.835,0.075,0.079,1.16,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/11/20,41814,86,95.571,1551,4,2.857,1049.669,2.159,2.399,38.935,0.1,0.072,1.17,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/11/20,41935,121,95.286,1557,6,3.286,1052.706,3.037,2.392,39.086,0.151,0.082,1.17,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/11/20,41975,40,91.571,1557,0,3.143,1053.71,1.004,2.299,39.086,0,0.079,1.18,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/11/20,42033,58,86.857,1559,2,3,1055.166,1.456,2.18,39.136,0.05,0.075,1.19,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/11/20,42159,126,94,1565,6,3.857,1058.329,3.163,2.36,39.287,0.151,0.097,1.21,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/11/20,42297,138,94.857,1577,12,4.714,1061.794,3.464,2.381,39.588,0.301,0.118,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/11/20,42463,166,105,1580,3,4.714,1065.961,4.167,2.636,39.663,0.075,0.118,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/11/20,42609,146,113.571,1584,4,4.714,1069.626,3.665,2.851,39.764,0.1,0.118,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/11/20,42795,186,122.857,1594,10,5.286,1074.295,4.669,3.084,40.015,0.251,0.133,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/11/20,42969,174,142,1598,4,5.857,1078.663,4.368,3.565,40.115,0.1,0.147,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/11/20,43035,66,143.143,1608,10,7,1080.32,1.657,3.593,40.366,0.251,0.176,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/11/20,43240,205,154.429,1620,12,7.857,1085.466,5.146,3.877,40.667,0.301,0.197,1.26,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/11/20,43468,228,167.286,1635,15,8.286,1091.189,5.724,4.199,41.044,0.377,0.208,1.25,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/11/20,43681,213,174,1641,6,8.714,1096.536,5.347,4.368,41.194,0.151,0.219,1.24,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/11/20,43924,243,187.857,1648,7,9.143,1102.637,6.1,4.716,41.37,0.176,0.23,1.23,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/11/20,44177,253,197.429,1653,5,8.429,1108.988,6.351,4.956,41.496,0.126,0.212,1.22,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/11/20,44363,186,199.143,1666,13,9.714,1113.657,4.669,4.999,41.822,0.326,0.244,1.2,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/11/20,44503,140,209.714,1678,12,10,1117.171,3.514,5.265,42.123,0.301,0.251,1.17,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/11/20,44706,203,209.429,1690,12,10,1122.267,5.096,5.257,42.425,0.301,0.251,1.15,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/11/20,44988,282,217.143,1702,12,9.571,1129.346,7.079,5.451,42.726,0.301,0.24,1.14,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/11/20,45174,186,213.286,1715,13,10.571,1134.016,4.669,5.354,43.052,0.326,0.265,1.12,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/11/20,45384,210,208.571,1728,13,11.429,1139.287,5.272,5.236,43.378,0.326,0.287,1.1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/11/20,45600,216,203.286,1737,9,12,1144.71,5.422,5.103,43.604,0.226,0.301,1.08,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/11/20,45723,123,194.286,1740,3,10.571,1147.797,3.088,4.877,43.68,0.075,0.265,1.07,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/11/20,45844,121,191.571,1752,12,10.571,1150.835,3.037,4.809,43.981,0.301,0.265,1.06,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/11/20,46116,272,201.429,1774,22,12,1157.663,6.828,5.057,44.533,0.552,0.301,1.05,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/11/20,46274,158,183.714,1795,21,13.286,1161.629,3.966,4.612,45.06,0.527,0.334,1.03,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/12/20,46516,242,191.714,1822,27,15.286,1167.704,6.075,4.813,45.738,0.678,0.384,1.02,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/12/20,46718,202,190.571,1841,19,16.143,1172.775,5.071,4.784,46.215,0.477,0.405,1.01,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/12/20,46837,119,176.714,1846,5,15.571,1175.762,2.987,4.436,46.341,0.126,0.391,1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/12/20,46837,0,159.143,1846,0,15.143,1175.762,0,3.995,46.341,0,0.38,1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/12/20,47072,235,175.429,1864,18,16,1181.662,5.899,4.404,46.793,0.452,0.402,1.01,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/12/20,47306,234,170,1874,10,14.286,1187.536,5.874,4.268,47.044,0.251,0.359,1.01,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/12/20,47516,210,177.429,1900,26,15,1192.808,5.272,4.454,47.696,0.653,0.377,1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/12/20,47716,200,171.429,1906,6,12,1197.828,5.021,4.303,47.847,0.151,0.301,1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/12/20,47851,135,161.857,1919,13,11.143,1201.217,3.389,4.063,48.173,0.326,0.28,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/12/20,48053,202,173.714,1935,16,12.714,1206.288,5.071,4.361,48.575,0.402,0.319,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/12/20,48116,63,182.714,1945,10,14.143,1207.87,1.582,4.587,48.826,0.251,0.355,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/12/20,48229,113,165.286,1956,11,13.143,1210.706,2.837,4.149,49.102,0.276,0.33,1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/12/20,48527,298,174.429,1965,9,13,1218.187,7.481,4.379,49.328,0.226,0.326,1,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/12/20,48718,191,171.714,1969,4,9.857,1222.982,4.795,4.311,49.428,0.1,0.247,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/12/20,48952,234,176.571,1995,26,12.714,1228.856,5.874,4.433,50.081,0.653,0.319,0.99,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/12/20,49161,209,187.143,2011,16,13.143,1234.102,5.247,4.698,50.483,0.402,0.33,0.98,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/12/20,49378,217,189.286,2025,14,12.857,1239.55,5.447,4.752,50.834,0.351,0.323,0.96,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/12/20,49621,243,215,2030,5,12.143,1245.65,6.1,5.397,50.96,0.126,0.305,0.95,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/12/20,49681,60,207.429,2047,17,13,1247.156,1.506,5.207,51.386,0.427,0.326,0.92,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/12/20,49817,136,184.286,2067,20,14.571,1250.57,3.414,4.626,51.888,0.502,0.366,0.91,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/12/20,50013,196,185,2082,15,16.143,1255.49,4.92,4.644,52.265,0.377,0.405,0.89,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/12/20,50190,177,176.857,2096,14,14.429,1259.934,4.443,4.44,52.616,0.351,0.362,0.88,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/12/20,50433,243,181.714,2117,21,15.143,1266.034,6.1,4.562,53.144,0.527,0.38,0.86,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/12/20,50655,222,182.429,2126,9,14.429,1271.607,5.573,4.58,53.37,0.226,0.362,0.84,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/12/20,50810,155,169.857,2139,13,15.571,1275.498,3.891,4.264,53.696,0.326,0.391,0.81,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/12/20,50886,76,172.143,2149,10,14.571,1277.406,1.908,4.321,53.947,0.251,0.366,0.78,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/12/20,51039,153,174.571,2160,11,13.286,1281.246,3.841,4.382,54.223,0.276,0.334,0.75,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/12/20,51280,241,181,2174,14,13.143,1287.296,6.05,4.544,54.575,0.351,0.33,0.72,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/12/20,51350,70,165.714,2179,5,11.857,1289.054,1.757,4.16,54.7,0.126,0.298,0.68,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/12/20,51405,55,138.857,2181,2,9.143,1290.434,1.381,3.486,54.75,0.05,0.23,0.64,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,31/12/20,51526,121,124.429,2191,10,9.286,1293.472,3.037,3.124,55.001,0.251,0.233,0.61,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/01/21,51526,0,102.286,2191,0,7.429,1293.472,0,2.568,55.001,0,0.186,0.58,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/01/21,51526,0,91.429,2191,0,6,1293.472,0,2.295,55.001,0,0.151,0.56,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/01/21,51526,0,69.571,2191,0,4.429,1293.472,0,1.746,55.001,0,0.111,0.54,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/01/21,53011,1485,247.286,2237,46,9,1330.75,37.278,6.208,56.156,1.155,0.226,0.54,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/01/21,53105,94,250.714,2244,7,9.286,1333.11,2.36,6.294,56.332,0.176,0.233,0.53,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/01/21,53105,0,242.857,2244,0,9,1333.11,0,6.097,56.332,0,0.226,0.53,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/01/21,53207,102,240.143,2253,9,8.857,1335.67,2.561,6.028,56.558,0.226,0.222,0.53,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/01/21,53332,125,258,2257,4,9.429,1338.808,3.138,6.477,56.658,0.1,0.237,0.54,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/01/21,53400,68,267.714,2264,7,10.429,1340.515,1.707,6.721,56.834,0.176,0.262,0.55,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/01/21,53489,89,280.429,2277,13,12.286,1342.749,2.234,7.04,57.16,0.326,0.308,0.56,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/01/21,53538,49,75.286,2288,11,7.286,1343.98,1.23,1.89,57.436,0.276,0.183,0.57,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/01/21,53584,46,68.429,2301,13,8.143,1345.134,1.155,1.718,57.763,0.326,0.204,0.59,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/01/21,53584,0,68.429,2301,0,8.143,1345.134,0,1.718,57.763,0,0.204,0.61,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/01/21,53775,191,81.143,2314,13,8.714,1349.929,4.795,2.037,58.089,0.326,0.219,0.64,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/01/21,53831,56,71.286,2324,10,9.571,1351.335,1.406,1.79,58.34,0.251,0.24,0.66,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/01/21,53938,107,76.857,2336,12,10.286,1354.021,2.686,1.929,58.641,0.301,0.258,0.68,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/01/21,53984,46,70.714,2339,3,8.857,1355.176,1.155,1.775,58.717,0.075,0.222,0.69,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/01/21,54062,78,74.857,2343,4,7.857,1357.134,1.958,1.879,58.817,0.1,0.197,0.71,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/01/21,54141,79,79.571,2346,3,6.429,1359.117,1.983,1.998,58.892,0.075,0.161,0.72,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/01/21,54278,137,99.143,2354,8,7.571,1362.556,3.439,2.489,59.093,0.201,0.19,0.74,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/01/21,54403,125,89.714,2363,9,7,1365.694,3.138,2.252,59.319,0.226,0.176,0.74,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/01/21,54483,80,93.143,2370,7,6.571,1367.702,2.008,2.338,59.495,0.176,0.165,0.74,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/01/21,54559,76,88.714,2373,3,5.286,1369.61,1.908,2.227,59.57,0.075,0.133,0.74,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/01/21,54595,36,87.286,2378,5,5.571,1370.514,0.904,2.191,59.696,0.126,0.14,0.74,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,25/01/21,54672,77,87.143,2385,7,6,1372.447,1.933,2.188,59.871,0.176,0.151,0.73,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,26/01/21,54750,78,87,2389,4,6.143,1374.405,1.958,2.184,59.972,0.1,0.154,0.73,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,27/01/21,54854,104,82.286,2389,0,5,1377.015,2.611,2.066,59.972,0,0.126,0.72,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,28/01/21,54891,37,69.714,2397,8,4.857,1377.944,0.929,1.75,60.173,0.201,0.122,0.71,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,29/01/21,54939,48,65.143,2399,2,4.143,1379.149,1.205,1.635,60.223,0.05,0.104,0.71,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,30/01/21,55008,69,64.143,2400,1,3.857,1380.881,1.732,1.61,60.248,0.025,0.097,0.7,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,31/01/21,55023,15,61.143,2400,0,3.143,1381.258,0.377,1.535,60.248,0,0.079,0.7,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,01/02/21,55059,36,55.286,2404,4,2.714,1382.162,0.904,1.388,60.348,0.1,0.068,0.7,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,02/02/21,55121,62,53,2405,1,2.286,1383.718,1.556,1.33,60.373,0.025,0.057,0.7,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,03/02/21,55174,53,45.714,2406,1,2.429,1385.049,1.33,1.148,60.398,0.025,0.061,0.69,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,04/02/21,55231,57,48.571,2407,1,1.429,1386.479,1.431,1.219,60.424,0.025,0.036,0.69,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,05/02/21,55265,34,46.571,2407,0,1.143,1387.333,0.854,1.169,60.424,0,0.029,0.68,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,06/02/21,55330,65,46,2408,1,1.143,1388.965,1.632,1.155,60.449,0.025,0.029,0.68,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,07/02/21,55335,5,44.571,2410,2,1.429,1389.09,0.126,1.119,60.499,0.05,0.036,0.66,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,08/02/21,55359,24,42.857,2413,3,1.286,1389.693,0.602,1.076,60.574,0.075,0.032,0.65,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,09/02/21,55384,25,37.571,2414,1,1.286,1390.32,0.628,0.943,60.599,0.025,0.032,0.65,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,10/02/21,55402,18,32.571,2418,4,1.714,1390.772,0.452,0.818,60.7,0.1,0.043,0.65,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,11/02/21,55420,18,27,2419,1,1.714,1391.224,0.452,0.678,60.725,0.025,0.043,0.65,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,12/02/21,55445,25,25.714,2424,5,2.429,1391.851,0.628,0.646,60.85,0.126,0.061,0.66,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,13/02/21,55473,28,20.429,2427,3,2.714,1392.554,0.703,0.513,60.926,0.075,0.068,0.67,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,14/02/21,55492,19,22.429,2427,0,2.429,1393.031,0.477,0.563,60.926,0,0.061,0.68,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,15/02/21,55514,22,22.143,2427,0,2,1393.584,0.552,0.556,60.926,0,0.05,0.68,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,16/02/21,55518,4,19.143,2428,1,2,1393.684,0.1,0.481,60.951,0.025,0.05,0.69,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,17/02/21,55540,22,19.714,2428,0,1.429,1394.236,0.552,0.495,60.951,0,0.036,0.7,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,18/02/21,55557,17,19.571,2430,2,1.571,1394.663,0.427,0.491,61.001,0.05,0.039,0.72,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,19/02/21,55575,18,18.571,2430,0,0.857,1395.115,0.452,0.466,61.001,0,0.022,0.73,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,20/02/21,55580,5,15.286,2430,0,0.429,1395.24,0.126,0.384,61.001,0,0.011,0.76,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,21/02/21,55604,24,16,2432,2,0.714,1395.843,0.602,0.402,61.051,0.05,0.018,0.78,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,22/02/21,55617,13,14.714,2433,1,0.857,1396.169,0.326,0.369,61.076,0.025,0.022,0.8,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,23/02/21,55646,29,18.286,2435,2,1,1396.897,0.728,0.459,61.126,0.05,0.025,0.82,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,24/02/21,55664,18,17.714,2436,1,1.143,1397.349,0.452,0.445,61.152,0.025,0.029,0.83,1803.987,597.029,9.59,37.746,0.5,64.83,0.511
